song_id,singer_id
1003049,30
68155,6
59193,19
1867829,4788
1002443,990
525801,859
76684,23
2780448,102421
1726823,32
66539,100751
1005216,812
1003051,30
76683,23
1314281,751
61379,1012
49275,914
1008148,5023
27192,2020
1003052,30
1314276,751
2216560,2020
996058,14065
2781708,448
81113,19
1003056,30
526762,1169
170848,5570
604845,990
2773596,7697
3618060,33
27194,2020
69715,4826
1008364,29
51158,40
2513212,102013
992352,101012
1003075,30
48360,966
430515,7684
62770,5722
637620,101971
1002233,21
91191,1062
1016285,1004
1003070,30
314761,5761
48478,23
48364,966
420274,13078
1009480,27
48361,966
54344,12
60876,101013
64899,990
1003072,30
2036556,101012
66528,100751
50897,5856
1008373,29
51971,6179
68154,19
1569503,46
68142,19
1028281,41
3868644,13787
1002457,1173
733017,101078
91026,966
66537,100751
3328252,1140
1726828,32
68153,19
996053,14065
54774,102311
1073389,102864
976286,473
1874903,5761
1028282,41
2514061,1062
1073385,932
1008475,29
50573,1066
60014,27
1002444,990
1573429,101512
2793114,4830
467275,101971
1008830,5251
175799,100745
1839485,101108
1028283,41
1874917,5761
903397,101621
48362,966
60162,1138
1139803,7826
81122,19
70840,101511
449446,9612
1078143,101022
81123,19
48562,43
1002446,990
833122,5148
933609,1009
1091184,900
1878134,1166
1032963,23
1002461,1173
2793121,4830
1080815,7
1138841,900
1052222,1036
175171,16789
48363,966
2467994,1140
2776454,674
2228307,1169
1028300,41
1074578,997
1839486,101108
2036561,101012
70828,101511
1185199,35
1104576,5185
1726827,32
68156,6
175164,990
1073401,101741
1750054,14829
2608657,7949
863454,676
976282,473
72776,23
1073395,5687
51148,40
65380,1062
2036558,101012
535190,100594
50580,1066
74737,101013
46411,29
1032684,4826
48234,966
2913911,4830
1028299,41
59257,833
1108114,527
1573436,101512
1002460,1173
2467995,1140
2913927,4830
532967,101512
48560,43
976287,473
59258,833
48309,100033
48161,23
47535,101022
1185204,35
48563,43
1028057,41
1648521,101801
48232,966
1003544,10557
2920158,1140
27189,2020
48561,43
530355,1199
4344555,5185
48103,19
1010296,5458
68158,6
52533,1020
4310871,35
48162,23
91350,900
2036560,101012
47078,101221
47536,101022
1108118,527
1028062,41
622473,698
905013,101801
619405,3243
1110886,3785
2346659,1022
1110886,3785
2506705,101542
1505609,5521
1269349,13131
2509669,5368
91339,19
59173,539
48291,101013
2921392,990
1110893,3785
80259,35
27199,2020
2346661,1022
1878159,1166
1551799,9564
1017068,100102
1418630,966
49012,101473
607397,3243
1136794,1106
666395,102374
188664,751
1418635,966
2506710,101542
60921,934
48158,23
59177,539
1108037,527
2923468,24
2346662,1022
80261,35
1314717,5856
1136800,1106
1839208,6229
57632,19
2944415,5303
2928148,6
48221,1173
52505,4776
609517,595
986980,990
823909,41
189686,458
66249,101599
3560411,5024
1878294,1166
47403,1128
47128,43
2607155,101022
896089,35
11209,100984
1136803,1106
48180,1027
47068,5856
1269163,15293
72780,23
1100028,562
189692,457
47203,5524
80264,35
69224,2960
1080144,5458
2335684,9355
47133,43
48187,1027
47405,1128
47313,5303
80266,35
66655,100986
1551809,9564
53546,30
60992,458
1551813,9564
58150,1010
1646752,3243
1104888,101159
52157,457
986892,101599
52509,4776
1768642,5115
52941,966
47404,1128
53549,867
59181,539
57126,19
996692,1106
1053296,41
69759,1173
58151,1010
52660,23
1551808,9564
2960764,24706
53548,867
53017,1163
1839744,100986
188681,100165
1027891,5458
52645,10479
61490,101761
52092,781
52515,4776
1108580,527
1076768,1194
1053842,5185
1017165,100102
460430,6229
50791,5303
58160,1010
52441,1128
53060,101085
1104907,101159
1017150,6014
1859404,35
1087276,43
